ID,n_sms,mean_happy,mean_lonely
1609,10,7.4,3.125
1610,7,9.714285714285714,1.9166666666666667
1614,10,7.9,4.333333333333333
1615,15,5.8,4.133333333333334
1620,18,7.055555555555555,2.2142857142857144
1621,14,7.357142857142857,4.181818181818182
1622,10,8.9,2.933333333333333
1623,15,5.0,3.6923076923076925
1625,17,4.764705882352941,5.461538461538462
1626,3,6.666666666666667,6.0
1628,15,3.466666666666667,4.0
1629,4,8.0,5.666666666666667
1630,9,5.666666666666667,4.533333333333333
1631,9,8.444444444444445,2.3333333333333335
1632,14,5.571428571428571,5.2
1633,10,6.8,2.764705882352941
1634,15,8.733333333333333,4.2727272727272725
1635,6,5.333333333333333,3.2
1637,19,6.368421052631579,4.6
1643,4,5.25,3.75
1644,10,5.7,5.9
1647,3,9.333333333333334,7.6
1649,8,8.25,7.25
1655,5,6.8,8.0
1658,4,5.75,3.0
1663,0,,
1665,14,5.285714285714286,5.916666666666667
1669,3,4.666666666666667,5.888888888888889
1670,14,5.142857142857143,4.0
1681,9,4.777777777777778,4.125
1682,18,5.888888888888889,4.75
1683,10,4.4,5.388888888888889
1686,13,6.923076923076923,2.875
1689,14,8.5,4.428571428571429
1690,11,4.636363636363637,4.923076923076923
1691,17,6.411764705882353,5.75
1692,15,6.266666666666667,5.8
1694,13,7.0,5.411764705882353
1696,13,5.769230769230769,5.083333333333333
1697,13,4.846153846153846,4.777777777777778
1698,16,5.1875,4.8
1700,11,7.0,4.6
1701,14,7.071428571428571,3.5294117647058822
1704,12,8.25,1.6153846153846154
1706,8,5.75,5.0
1708,19,7.0,4.142857142857143
1711,13,6.153846153846154,4.0
1712,15,7.133333333333334,5.25
1713,10,5.7,3.909090909090909
1714,14,9.0,2.125
1715,7,6.285714285714286,3.3333333333333335
1716,17,6.705882352941177,4.2
1721,8,6.75,2.5454545454545454
1722,6,9.666666666666666,10.0
1724,16,8.0625,4.0
1726,19,8.105263157894736,2.909090909090909
1729,3,6.0,5.666666666666667
1730,13,8.153846153846153,3.0
1731,8,5.875,5.266666666666667
1733,18,7.666666666666667,2.3
1736,12,8.083333333333334,6.0
1737,12,6.416666666666667,3.2
1738,12,5.916666666666667,5.615384615384615
1739,18,6.388888888888889,4.0
1740,10,8.3,3.3529411764705883
1741,15,6.2,2.25
1742,8,7.5,4.2
1743,12,5.0,5.615384615384615
1744,12,5.5,3.857142857142857
1748,10,6.8,5.0625
1749,13,5.230769230769231,2.9375
1750,14,7.285714285714286,3.7777777777777777
1751,16,8.5625,2.9166666666666665
1753,8,5.25,4.611111111111111
1754,18,7.0,4.571428571428571
1757,11,6.181818181818182,4.588235294117647
1758,18,5.222222222222222,4.333333333333333
1759,6,2.5,2.0
1762,4,4.5,7.0
1763,14,7.214285714285714,3.4615384615384617
1765,11,9.545454545454545,4.1875
1766,13,7.384615384615385,3.0
1770,0,,
1771,12,6.333333333333333,4.611111111111111
1773,8,8.375,4.615384615384615
1774,16,3.5,5.076923076923077
1775,15,6.2,3.5555555555555554
1776,20,6.45,4.875
1777,10,7.0,4.142857142857143
1780,16,6.25,5.0
1782,10,7.5,2.9
1785,14,2.7142857142857144,8.428571428571429
1786,8,7.875,4.333333333333333
1787,18,5.777777777777778,5.3076923076923075
1789,14,8.428571428571429,1.9411764705882353
1791,21,6.9523809523809526,4.5
1793,19,4.947368421052632,4.666666666666667
1794,11,3.727272727272727,4.647058823529412
1795,8,8.75,2.4166666666666665
1797,12,6.75,3.5294117647058822
1798,11,8.0,3.8
1799,11,5.636363636363637,4.545454545454546
1800,21,6.666666666666667,3.8333333333333335
1801,14,5.785714285714286,5.4
1803,8,8.75,8.333333333333334
1807,18,6.777777777777778,2.6363636363636362
1808,11,5.909090909090909,4.578947368421052
1811,16,7.875,4.25
1813,14,5.785714285714286,4.25
1814,11,8.090909090909092,2.6666666666666665
1816,10,7.0,5.95
1817,7,7.285714285714286,2.8666666666666667
1819,8,8.25,2.6666666666666665
1820,12,5.666666666666667,4.181818181818182
1822,4,1.75,5.0
1823,13,6.230769230769231,5.0
1825,12,5.583333333333333,3.736842105263158
1827,5,6.4,5.142857142857143
1828,15,6.466666666666667,3.8
1833,11,7.0,3.8666666666666667
1834,17,8.941176470588236,2.1666666666666665
1839,12,6.0,4.384615384615385
1840,15,8.133333333333333,5.545454545454546
1841,13,6.615384615384615,2.625
1843,13,6.769230769230769,2.6666666666666665
1845,12,7.166666666666667,1.7692307692307692
1846,12,7.333333333333333,4.0
1847,17,5.176470588235294,4.454545454545454
1848,0,,
1849,8,5.875,4.538461538461538
1851,4,8.25,7.0
1852,14,3.7857142857142856,5.0625
1854,11,6.0,3.5
1855,9,7.555555555555555,4.066666666666666
1859,11,6.363636363636363,8.363636363636363
1860,16,7.5625,3.6
1861,13,4.615384615384615,5.235294117647059
1862,11,6.090909090909091,3.8461538461538463
1863,12,6.5,4.7894736842105265
1865,0,,
1866,4,4.25,7.333333333333333
1869,4,5.0,6.833333333333333
1871,0,,
1876,4,5.75,5.666666666666667
1877,17,6.117647058823529,4.666666666666667
1880,12,8.5,3.0
1881,11,7.454545454545454,1.7058823529411764
1886,14,7.214285714285714,2.764705882352941
1888,13,6.3076923076923075,4.0
1890,17,7.0,3.75
1892,13,2.5384615384615383,4.666666666666667
1894,4,5.0,6.8
1896,16,7.8125,1.8333333333333333
1897,19,8.31578947368421,2.6
1901,14,5.785714285714286,4.5
1903,13,9.307692307692308,3.1666666666666665
1904,17,8.294117647058824,3.6
1905,11,7.454545454545454,3.4375
1906,11,8.181818181818182,1.4666666666666666
1909,12,6.25,4.333333333333333
1910,7,6.428571428571429,1.9090909090909092
1911,19,7.631578947368421,4.75
1913,15,4.466666666666667,3.3636363636363638
1915,10,6.0,3.9473684210526314
1919,10,8.5,4.0625
1925,10,7.7,2.8
1926,11,5.545454545454546,4.714285714285714
1927,13,6.384615384615385,4.0
1929,1,3.0,4.166666666666667
1930,14,7.071428571428571,3.263157894736842
1932,16,6.1875,4.818181818181818
1933,7,4.285714285714286,4.882352941176471
1934,15,5.8,4.533333333333333
1935,10,6.2,2.9375
1936,14,7.0,4.714285714285714
1937,11,4.363636363636363,3.0
1938,13,5.615384615384615,3.909090909090909
1939,13,3.6153846153846154,6.714285714285714
1940,3,5.333333333333333,2.7142857142857144
1941,17,6.9411764705882355,4.3
1945,14,6.0,3.8666666666666667
1946,14,6.428571428571429,5.545454545454546
1949,14,8.357142857142858,3.0833333333333335
1951,13,9.538461538461538,3.1666666666666665
1953,15,5.2,4.642857142857143
1956,2,8.5,6.333333333333333
1957,13,4.461538461538462,6.071428571428571
1960,9,7.777777777777778,2.6666666666666665
1963,0,,
1964,10,6.6,4.0
1965,12,6.0,3.727272727272727
1967,12,7.583333333333333,5.230769230769231
1968,19,6.7368421052631575,3.4166666666666665
1971,19,6.894736842105263,1.7272727272727273
1972,14,7.785714285714286,3.0833333333333335
1973,14,5.142857142857143,3.769230769230769
1974,10,6.4,3.2941176470588234
1975,9,5.666666666666667,4.923076923076923
1977,16,7.75,2.8333333333333335
1978,4,7.0,4.75
1979,4,3.25,5.2
1980,13,4.538461538461538,7.25
1981,12,6.416666666666667,3.3846153846153846
1982,11,6.636363636363637,1.8461538461538463
1987,14,6.071428571428571,3.6666666666666665
1990,14,6.0,4.0
1991,19,5.7368421052631575,3.4166666666666665
1993,17,7.0588235294117645,5.857142857142857
1999,22,5.5,3.2222222222222223
2002,2,10.0,1.0
2004,10,4.7,5.7
2005,1,4.0,4.25
2009,14,6.5,2.909090909090909
2010,11,8.363636363636363,3.0
2011,16,4.75,3.375
2012,13,6.153846153846154,4.777777777777778
2013,21,8.333333333333334,3.4285714285714284
2018,11,7.181818181818182,3.625
2019,9,6.222222222222222,5.5
2023,3,7.333333333333333,9.0
2024,14,7.0,3.75
2026,15,9.066666666666666,5.285714285714286
2029,15,6.333333333333333,1.9
2030,12,7.5,5.133333333333334
2033,11,7.7272727272727275,3.727272727272727
2034,14,5.428571428571429,4.4375
2035,2,9.0,9.25
2036,15,5.933333333333334,5.083333333333333
2037,14,7.142857142857143,4.777777777777778
2039,5,6.0,5.833333333333333
2041,14,7.285714285714286,6.421052631578948
2042,12,7.75,2.7857142857142856
2045,3,7.333333333333333,5.0
2048,13,9.461538461538462,4.25
2049,11,8.272727272727273,3.4285714285714284
2053,12,7.0,2.8333333333333335
2057,15,6.333333333333333,2.4166666666666665
2058,17,7.588235294117647,2.125
2059,16,3.5625,5.181818181818182
2060,15,5.466666666666667,5.0
2063,16,8.25,3.4285714285714284
2067,8,5.125,4.7
2068,8,4.625,5.25
2069,2,8.5,5.5
2071,18,5.666666666666667,4.416666666666667
2073,19,3.3157894736842106,2.111111111111111
2074,6,7.333333333333333,10.0
2077,17,8.0,3.272727272727273
2080,14,6.928571428571429,3.4
2081,0,,
2085,18,8.666666666666666,3.0
2086,16,7.3125,3.3846153846153846
2087,18,6.888888888888889,4.555555555555555
2088,12,6.0,3.6923076923076925
2089,11,8.181818181818182,3.0
2090,12,8.583333333333334,3.2
2091,12,4.583333333333333,4.2631578947368425
2092,16,8.25,3.3636363636363638
2093,14,4.428571428571429,4.111111111111111
2094,10,6.9,3.9
2098,19,7.842105263157895,5.0
2101,7,5.428571428571429,5.818181818181818
2104,17,7.647058823529412,6.4
2105,12,8.166666666666666,1.0
2106,12,6.5,5.133333333333334
2108,17,4.294117647058823,2.75
2111,18,7.277777777777778,4.333333333333333
2112,12,7.5,4.583333333333333
2119,3,7.333333333333333,4.0
2120,12,8.916666666666666,3.25
2121,5,8.0,1.7692307692307692
2123,14,6.785714285714286,3.923076923076923
2125,13,8.23076923076923,3.8666666666666667
2126,17,5.529411764705882,4.75
2129,12,7.833333333333333,2.176470588235294
2132,11,6.363636363636363,5.588235294117647
2133,10,6.3,3.15
2136,20,6.15,2.8
2137,16,6.1875,2.2142857142857144
2138,11,3.8181818181818183,5.333333333333333
2140,10,7.2,2.2142857142857144
2141,14,7.142857142857143,2.7333333333333334
2144,20,6.9,4.333333333333333
2145,14,8.0,2.8666666666666667
2149,16,7.3125,1.8333333333333333
2150,11,6.0,3.8823529411764706
2153,18,6.388888888888889,5.111111111111111
2158,16,5.375,6.083333333333333
2159,11,5.454545454545454,4.357142857142857
2161,15,5.6,4.375
2162,6,7.0,5.083333333333333
2163,4,8.0,6.666666666666667
2164,12,3.5,5.866666666666666
2165,11,6.363636363636363,3.75
2166,16,5.5,4.611111111111111
2167,14,5.714285714285714,3.8461538461538463
2168,14,6.142857142857143,3.5
2170,18,10.0,3.7
2174,16,7.875,3.2
2175,9,8.444444444444445,5.0
2177,14,7.357142857142857,2.8
2179,16,7.25,3.4615384615384617
2180,9,8.0,2.7142857142857144
2181,12,8.0,1.7
2183,13,7.0,5.0
2187,13,7.153846153846154,6.142857142857143
2188,11,10.0,2.125
2189,15,8.4,3.4545454545454546
2190,17,6.176470588235294,4.9375
2191,5,5.8,5.9375
2194,15,4.066666666666666,8.642857142857142
2195,12,7.083333333333333,5.071428571428571
2196,1,4.0,6.5
2197,13,9.384615384615385,2.3684210526315788
2201,12,6.75,3.4545454545454546
2203,11,7.0,3.25
2204,22,6.818181818181818,6.111111111111111
2205,0,,
2208,9,6.555555555555555,4.4
2209,15,6.4,4.0
2212,13,7.6923076923076925,2.5714285714285716
2215,13,5.769230769230769,4.5
2216,3,6.0,6.0
2218,11,6.818181818181818,4.5
2219,13,9.307692307692308,2.5
2220,10,6.1,2.125
2222,7,6.857142857142857,5.416666666666667
2223,18,8.833333333333334,1.8181818181818181
2224,16,7.875,3.75
2226,8,5.75,2.5625
2227,16,6.375,2.6666666666666665
2228,4,7.25,4.6
2234,9,9.0,1.75
2235,17,6.764705882352941,5.6
2236,6,5.833333333333333,5.428571428571429
2237,6,7.5,7.153846153846154
2240,12,7.0,3.0
2242,15,6.0,4.454545454545454
2243,14,6.285714285714286,4.538461538461538
2245,7,7.142857142857143,5.666666666666667
2249,9,4.666666666666667,3.75
2250,17,8.705882352941176,3.4166666666666665
2257,13,6.0,5.111111111111111
2258,13,4.846153846153846,4.857142857142857
2263,5,8.2,5.0
2266,14,7.714285714285714,3.0714285714285716
2271,7,7.0,4.666666666666667
2274,12,7.666666666666667,3.125
2277,15,7.866666666666666,3.3076923076923075
2281,11,9.818181818181818,3.8421052631578947
2284,13,3.923076923076923,3.357142857142857
2286,14,6.214285714285714,3.2
2287,10,9.3,2.888888888888889
2291,17,8.647058823529411,2.3125
2294,14,8.785714285714286,1.6363636363636365
2295,15,3.6666666666666665,6.357142857142857
2303,11,6.0,5.666666666666667
2309,12,6.666666666666667,4.1875
2311,12,5.083333333333333,4.75
2312,15,6.6,4.333333333333333
2313,10,4.2,4.8
2314,9,8.222222222222221,2.5625
2315,18,7.944444444444445,2.5
2316,13,6.076923076923077,6.363636363636363
2318,12,6.416666666666667,7.153846153846154
2320,13,6.153846153846154,5.428571428571429
2322,15,6.4,2.066666666666667
2323,10,4.5,4.444444444444445
2327,16,7.5625,4.222222222222222
2328,17,6.764705882352941,2.6666666666666665
2330,0,,
2333,14,6.142857142857143,2.7
2334,12,4.666666666666667,4.8125
2337,8,9.375,3.0
2340,12,6.666666666666667,4.2727272727272725
2342,13,6.846153846153846,3.909090909090909
2343,12,8.583333333333334,2.125
2347,10,7.9,4.2
2348,6,8.333333333333334,4.571428571428571
2349,13,6.3076923076923075,4.916666666666667
2355,6,7.666666666666667,4.0
2359,15,6.133333333333334,6.363636363636363
2360,14,5.785714285714286,5.0
2361,13,8.692307692307692,3.0
2363,13,7.461538461538462,4.846153846153846
2364,7,3.4285714285714284,5.285714285714286
2365,12,5.833333333333333,4.533333333333333
2366,12,5.416666666666667,6.0625
2367,12,4.5,6.615384615384615
2368,12,8.416666666666666,3.5384615384615383
2370,14,6.857142857142857,2.8
2371,11,6.909090909090909,3.8947368421052633
2372,15,6.266666666666667,4.428571428571429
2375,16,5.9375,3.8181818181818183
2378,10,5.6,2.8125
2379,19,5.421052631578948,3.9
2380,11,6.0,4.181818181818182
2381,22,5.454545454545454,4.333333333333333
2382,4,7.25,4.5
2389,14,6.714285714285714,4.933333333333334
2390,11,9.181818181818182,3.5714285714285716
2392,14,7.357142857142857,3.7142857142857144
2393,15,6.533333333333333,4.529411764705882
2395,19,6.0,5.416666666666667
2397,6,10.0,2.6875
2404,18,7.0,3.769230769230769
2406,12,6.333333333333333,3.6666666666666665
2408,12,6.833333333333333,5.214285714285714
2410,9,4.111111111111111,6.3
2413,14,6.642857142857143,4.076923076923077
2414,15,6.666666666666667,3.2666666666666666
2418,16,5.75,3.6875
2419,5,9.4,5.5
2421,18,5.555555555555555,5.416666666666667
2423,17,5.588235294117647,4.6
2424,12,6.0,5.0
2427,16,5.375,5.444444444444445
2428,6,6.0,4.0
2429,13,7.538461538461538,5.2
2431,13,6.615384615384615,3.8333333333333335
2432,15,6.6,6.083333333333333
2435,14,7.5,3.25
2436,16,7.0,5.076923076923077
2437,14,4.785714285714286,5.818181818181818
2440,11,7.2727272727272725,3.0555555555555554
2443,14,6.142857142857143,3.1176470588235294
2444,12,4.166666666666667,2.5
2445,15,7.066666666666666,3.5384615384615383
2449,22,5.636363636363637,3.7142857142857144
2450,10,6.9,3.8333333333333335
2451,16,7.125,2.6666666666666665
2453,0,,
2455,17,7.470588235294118,3.272727272727273
2458,20,5.7,3.272727272727273
2459,11,9.818181818181818,1.6428571428571428
2460,11,9.909090909090908,3.0
2461,15,6.4,5.4
2462,13,7.3076923076923075,3.4444444444444446
2463,9,6.0,4.235294117647059
2464,13,5.461538461538462,5.166666666666667
2465,17,8.588235294117647,3.4545454545454546
2466,14,6.642857142857143,5.294117647058823
2468,6,5.833333333333333,6.846153846153846
2469,0,,
2472,16,4.875,4.75
2473,3,3.6666666666666665,5.25
2474,13,6.3076923076923075,4.363636363636363
2475,7,8.857142857142858,4.75
2476,11,6.090909090909091,4.923076923076923
2479,9,6.666666666666667,5.066666666666666
2487,9,6.555555555555555,4.3076923076923075
2488,11,8.454545454545455,4.166666666666667
2489,8,5.75,5.466666666666667
2490,12,8.166666666666666,2.6923076923076925
2494,2,7.0,7.6
2495,14,5.071428571428571,4.722222222222222
2501,14,5.857142857142857,3.3529411764705883
2502,15,6.6,3.2666666666666666
2504,8,4.75,5.8
2506,3,5.666666666666667,4.6
2507,15,5.2,5.8
2509,13,6.6923076923076925,3.6363636363636362
2510,11,5.090909090909091,5.090909090909091
2512,14,7.785714285714286,3.4705882352941178
2514,15,9.733333333333333,1.8181818181818181
2516,18,6.111111111111111,5.230769230769231
2518,0,,
2519,6,2.8333333333333335,5.2
2520,13,9.23076923076923,1.0
2522,15,7.733333333333333,2.066666666666667
2523,5,6.4,7.333333333333333
2524,18,6.5,2.6153846153846154
2527,10,8.2,2.6666666666666665
2528,9,4.777777777777778,2.1
2532,14,5.285714285714286,5.529411764705882
2533,4,6.25,10.0
2535,13,8.153846153846153,2.5625
2536,19,7.2105263157894735,2.4166666666666665
2545,9,8.0,4.923076923076923
2550,16,9.9375,2.3846153846153846
2551,4,7.0,6.0
2552,11,7.363636363636363,3.875
2553,3,4.333333333333333,5.5
2555,12,8.5,4.0625
2557,3,4.666666666666667,5.75
2559,0,,
2560,12,6.0,4.666666666666667
2562,17,6.647058823529412,4.7272727272727275
2565,13,7.461538461538462,5.3
2567,12,6.583333333333333,1.0
2568,3,6.666666666666667,5.5
2569,14,4.857142857142857,5.444444444444445
2572,14,6.428571428571429,4.3
2576,14,4.928571428571429,4.461538461538462
2577,16,7.5625,6.0
2580,15,5.6,4.461538461538462
2589,16,6.25,5.083333333333333
2590,18,6.666666666666667,3.5
2596,15,7.8,4.642857142857143
2597,17,7.9411764705882355,2.2222222222222223
2598,16,9.5,2.4
2599,14,6.0,5.875
2600,15,7.2,2.8333333333333335
2602,6,6.166666666666667,3.6666666666666665
2605,10,7.4,4.882352941176471
2606,0,,
2607,14,5.714285714285714,5.071428571428571
2609,1,9.0,
2610,11,8.181818181818182,4.0
2611,13,5.6923076923076925,5.0
2612,16,5.3125,5.0
2619,16,7.75,2.857142857142857
2620,4,7.25,5.0
2621,3,7.0,7.666666666666667
2622,18,9.833333333333334,1.9090909090909092
2623,5,7.8,4.0
2624,14,6.142857142857143,3.857142857142857
2625,10,6.4,2.625
2628,15,5.6,4.0
2629,11,4.454545454545454,3.3636363636363638
2631,14,7.285714285714286,4.153846153846154
2632,13,7.846153846153846,3.230769230769231
2635,17,6.411764705882353,3.4545454545454546
2637,16,4.875,4.181818181818182
2638,14,6.785714285714286,3.1538461538461537
2639,12,5.916666666666667,2.25
2640,16,4.375,6.076923076923077
2642,10,6.4,4.3
2646,12,7.833333333333333,3.6666666666666665
2649,19,6.894736842105263,3.3333333333333335
2651,8,7.0,3.9411764705882355
2652,4,7.5,6.0
2653,6,7.833333333333333,4.5
2654,13,8.846153846153847,3.2142857142857144
2655,13,5.153846153846154,4.875
2659,17,8.235294117647058,1.8333333333333333
2662,12,7.5,3.2
2663,3,7.666666666666667,3.8
2665,13,5.230769230769231,4.5
2669,5,3.8,5.6
2671,16,8.1875,2.3333333333333335
2675,13,5.384615384615385,5.071428571428571
2676,14,8.857142857142858,2.642857142857143
2677,3,5.333333333333333,6.0
2679,13,6.384615384615385,5.0
2682,16,7.6875,3.4444444444444446
2688,10,7.6,4.142857142857143
2690,14,6.5,2.2857142857142856
2693,14,8.928571428571429,3.6
2694,4,7.5,5.25
2701,14,6.785714285714286,4.25
2703,14,8.357142857142858,1.9090909090909092
2704,12,7.166666666666667,4.333333333333333
2707,14,3.0,5.583333333333333
2708,16,7.5625,3.0
2710,15,5.4,4.833333333333333
2716,12,6.25,4.5
2717,7,5.571428571428571,1.5714285714285714
2718,10,6.6,3.0
2720,11,2.4545454545454546,7.352941176470588
2723,9,7.555555555555555,4.466666666666667
2724,14,5.857142857142857,3.5
2726,16,7.875,1.6923076923076923
2727,8,6.125,5.666666666666667
2728,15,6.666666666666667,1.5454545454545454
2731,9,6.333333333333333,3.7222222222222223
2732,11,6.818181818181818,4.538461538461538
2733,14,9.928571428571429,1.9
2734,19,6.684210526315789,4.625
2735,12,8.25,2.6875
2736,12,5.916666666666667,5.416666666666667
2738,10,6.4,5.083333333333333
2739,11,4.090909090909091,2.0
2742,14,5.428571428571429,5.5
2746,12,7.333333333333333,3.8
2748,9,4.0,6.0
2750,8,6.875,4.133333333333334
2751,8,6.0,4.266666666666667
2752,14,6.357142857142857,3.7142857142857144
2754,17,5.823529411764706,5.153846153846154
2755,14,7.857142857142857,4.5
2758,10,5.5,4.0
2759,14,5.214285714285714,3.75
2761,13,7.0,3.923076923076923
2765,18,8.5,4.166666666666667
2767,14,7.5,2.923076923076923
2768,12,7.833333333333333,3.2
2770,1,8.0,3.0
2771,11,7.363636363636363,4.352941176470588
2772,17,6.705882352941177,5.0
2774,7,5.142857142857143,5.315789473684211
2777,9,5.888888888888889,5.142857142857143
2778,15,6.533333333333333,5.384615384615385
2780,12,6.416666666666667,2.6363636363636362
2783,12,8.166666666666666,3.0
2785,14,5.214285714285714,5.7272727272727275
2791,13,4.0,3.909090909090909
2793,6,9.5,9.333333333333334
2794,14,7.285714285714286,3.5
2795,12,4.416666666666667,4.666666666666667
2796,12,4.5,4.2727272727272725
2800,13,8.0,3.642857142857143
2804,14,7.714285714285714,4.384615384615385
2805,5,5.0,8.666666666666666
2806,16,4.875,6.222222222222222
2807,13,5.3076923076923075,3.5833333333333335
2808,15,4.933333333333334,2.5833333333333335
2811,11,8.909090909090908,2.2857142857142856
2812,16,7.0625,3.6666666666666665
2813,14,7.214285714285714,5.384615384615385
2814,20,7.4,2.8
2815,12,4.333333333333333,2.272727272727273
2816,10,7.0,3.789473684210526
2823,14,2.0714285714285716,2.2857142857142856
2827,17,7.470588235294118,2.6666666666666665
2828,14,7.214285714285714,4.571428571428571
2829,14,7.071428571428571,3.0
2830,11,7.0,4.4375
2833,10,7.9,3.5
2834,18,7.333333333333333,3.5384615384615383
2836,16,6.375,6.1
2838,12,8.083333333333334,4.363636363636363
2840,12,5.5,6.555555555555555
2842,7,3.857142857142857,6.454545454545454
2844,15,5.533333333333333,3.4615384615384617
2847,16,9.5625,3.909090909090909
2849,8,4.625,4.0
2851,9,6.666666666666667,3.4444444444444446
2855,21,5.142857142857143,6.25
2858,14,8.0,3.4
2860,16,6.5,5.076923076923077
2861,10,7.5,2.2666666666666666
2864,15,7.066666666666666,4.75
2865,17,7.411764705882353,2.6666666666666665
2866,18,9.222222222222221,3.3076923076923075
2867,10,6.3,3.0
2868,12,8.833333333333334,2.357142857142857
2869,2,5.5,6.6
2874,12,6.916666666666667,4.8125
2876,9,6.777777777777778,3.8666666666666667
2877,18,7.777777777777778,3.8181818181818183
2879,16,6.375,5.4
2880,15,4.066666666666666,4.846153846153846
2881,10,7.7,4.529411764705882
2883,5,10.0,4.375
2884,12,7.833333333333333,2.5833333333333335
2887,17,6.117647058823529,4.7272727272727275
2888,16,6.375,4.928571428571429
2889,16,8.125,2.6666666666666665
2890,2,7.0,4.333333333333333
2891,14,6.357142857142857,4.571428571428571
2892,5,5.2,6.5
2893,14,6.928571428571429,6.875
2894,7,7.285714285714286,2.230769230769231
2896,12,3.25,4.5
2897,16,8.0625,4.875
2899,13,5.769230769230769,3.25
2901,18,7.444444444444445,6.5
2902,5,7.2,5.833333333333333
2904,8,8.625,3.0
2905,16,7.75,4.25
2906,1,3.0,4.0
2907,10,9.4,3.05
2909,14,8.142857142857142,4.083333333333333
2912,15,7.133333333333334,4.583333333333333
2914,12,5.583333333333333,4.769230769230769
2916,16,3.8125,4.923076923076923
2917,15,4.666666666666667,5.083333333333333
2918,11,5.909090909090909,4.0
2921,16,6.375,4.181818181818182
2922,16,8.125,4.454545454545454
2924,15,4.8,4.090909090909091
2926,9,5.666666666666667,3.0714285714285716
2928,16,4.9375,2.625
2930,13,6.384615384615385,4.0
2931,3,5.0,6.25
2935,11,5.0,3.769230769230769
2937,14,2.357142857142857,4.5
2941,12,4.833333333333333,4.090909090909091
2942,6,7.5,5.75
2943,9,7.888888888888889,2.6875
2944,7,4.857142857142857,4.5
2945,12,8.416666666666666,2.7142857142857144
2946,14,8.428571428571429,2.6875
2947,11,6.2727272727272725,4.666666666666667
2948,13,5.846153846153846,4.444444444444445
2949,12,7.583333333333333,3.588235294117647
2951,12,5.666666666666667,2.5625
2952,16,6.875,3.625
2953,0,,
2954,13,6.615384615384615,5.0
2960,19,7.7894736842105265,3.8
2962,15,6.266666666666667,4.1875
2963,16,7.4375,2.6153846153846154
2964,13,5.076923076923077,3.5
2966,15,7.866666666666666,6.2
2967,5,4.8,4.5
2968,3,7.0,5.666666666666667
2969,20,5.45,3.5454545454545454
2970,11,6.181818181818182,4.888888888888889
2975,13,5.923076923076923,3.7
2976,7,6.0,4.111111111111111
2977,5,9.0,4.4
2978,13,8.615384615384615,2.9285714285714284
2980,12,7.75,4.4
2983,13,4.3076923076923075,5.071428571428571
2987,13,8.76923076923077,3.3333333333333335
2989,10,7.2,1.5454545454545454
2990,11,7.090909090909091,3.4615384615384617
2991,13,5.384615384615385,4.0
2992,2,8.5,5.75
2994,10,8.9,3.8
2995,12,6.5,7.1
2996,16,7.5625,4.428571428571429
2998,16,6.5625,4.0
2999,15,6.4,4.583333333333333
3000,16,5.375,5.2
3003,18,6.0,4.833333333333333
3004,0,,
3006,0,,
3007,18,6.611111111111111,2.7777777777777777
3008,14,7.714285714285714,3.3076923076923075
3010,13,7.538461538461538,4.666666666666667
3011,16,7.6875,3.7
3013,13,5.461538461538462,6.333333333333333
3014,12,5.833333333333333,3.875
3018,12,5.833333333333333,4.846153846153846
3019,12,6.083333333333333,4.428571428571429
3020,13,4.923076923076923,3.7142857142857144
3021,15,7.666666666666667,2.9166666666666665
3022,8,5.625,4.866666666666666
3024,9,4.888888888888889,4.857142857142857
3025,17,4.823529411764706,7.153846153846154
3026,13,6.615384615384615,4.352941176470588
3029,7,4.571428571428571,2.4285714285714284
3032,20,7.45,6.9
3036,0,,
3039,14,7.0,6.3076923076923075
3040,18,6.333333333333333,5.090909090909091
3041,15,3.3333333333333335,6.166666666666667
3043,10,6.2,4.571428571428571
3048,10,5.7,4.466666666666667
3051,9,5.333333333333333,3.0555555555555554
3055,9,6.666666666666667,3.7142857142857144
3057,15,5.066666666666666,6.0
3059,13,6.076923076923077,2.3333333333333335
3061,19,6.2631578947368425,4.666666666666667
3062,10,8.2,4.9375
3065,0,,
3066,5,7.4,5.6
3070,15,6.8,3.5454545454545454
3071,14,6.857142857142857,3.25
3074,12,6.166666666666667,3.769230769230769
3076,18,8.666666666666666,4.090909090909091
3080,14,5.285714285714286,3.909090909090909
3081,15,5.0,5.909090909090909
3084,2,10.0,
3085,15,8.133333333333333,2.2142857142857144
3086,14,5.785714285714286,5.75
3088,13,8.692307692307692,2.6
3089,15,6.933333333333334,2.769230769230769
3090,0,,
3095,7,7.714285714285714,10.0
3099,16,5.8125,4.090909090909091
3100,10,6.3,5.588235294117647
3103,19,8.157894736842104,2.4615384615384617
3104,15,6.2,1.8181818181818181
3106,10,5.5,3.2142857142857144
3108,21,5.857142857142857,4.0
3110,16,5.5,4.090909090909091
3111,15,8.933333333333334,4.076923076923077
3112,12,6.0,6.571428571428571
3113,16,9.3125,2.0
3115,5,8.2,6.428571428571429
3119,10,6.6,5.066666666666666
3120,9,6.0,2.7142857142857144
3124,4,7.0,4.75
3125,13,5.538461538461538,4.846153846153846
3126,11,7.7272727272727275,4.6521739130434785
3127,10,7.2,2.4210526315789473
3130,16,5.8125,2.8
3133,5,5.4,5.2
9531,19,7.368421052631579,3.111111111111111
9545,9,3.0,7.0
9567,9,6.444444444444445,3.2
9580,3,8.666666666666666,5.5
9582,9,7.0,3.9
