id,wta_change_code1,wta_change_code2,wta_change_code3,startdate,fbhrs_iphone_success,battery_days,fbhrs_battery,fbhrs_nonbattery,fbhrs_noapp,autom_reac,apps_less_use
1539,,,,04/12/2018 15:19,,,,,8.0,No,ANONYMIZED
1540,Time shock,,,06/12/2018 19:16,,,,10.0,,No,ANONYMIZED
1541,Convex cost,Misunderst. 4vs8 wks,,03/12/2018 08:20,,,,1.0,,,ANONYMIZED
1544,Convex cost,Anchoring,Strategic BDM,04/12/2018 20:07,Yes,Last 20 days or more,0 min,,,,ANONYMIZED
1545,,,,03/12/2018 07:52,,,,,3.0,No,ANONYMIZED
1546,,,,03/12/2018 07:52,,,,2.0,,,ANONYMIZED
1548,,,,03/12/2018 09:00,,,,,4.0,No,ANONYMIZED
1551,,,,03/12/2018 11:48,,,,6.5,,No,ANONYMIZED
1554,,,,03/12/2018 10:00,Yes,Last 10 days,1 hr and 32 min.,,,No,ANONYMIZED
1555,Other,,,03/12/2018 13:03,Yes,Last 10 days,17 hours and 23 minutes,,,Yes,ANONYMIZED
1557,Other,,,03/12/2018 11:37,,,,,10.0,Yes,ANONYMIZED
1559,Other,,,03/12/2018 07:56,Yes,Last 10 days,14 hours 8 minutes,,,,ANONYMIZED
1560,Convex cost,,,03/12/2018 14:31,No,,,0.0,,,ANONYMIZED
1561,Other,,,03/12/2018 14:58,Yes,Last 10 days,5 hrs 38 min ,,,No,ANONYMIZED
1565,,,,11/12/2018 08:30,Yes,Last 10 days,4 hours and 41 minutes,,,No,ANONYMIZED
1566,,,,03/12/2018 08:36,,,,,30.0,No,ANONYMIZED
1567,,,,03/12/2018 07:53,,,,,8.0,No,ANONYMIZED
1570,,,,04/12/2018 15:05,,,,,7.0,No,ANONYMIZED
1571,Other,,,04/12/2018 16:05,,,,10.0,,No,ANONYMIZED
1574,Anchoring,Strategic BDM,,03/12/2018 14:30,,,,5.0,,Yes,ANONYMIZED
1575,Other,,,03/12/2018 08:27,Yes,Last 10 days,8 min,,,No,ANONYMIZED
1579,Other,,,03/12/2018 09:44,,,,15.0,,Yes,ANONYMIZED
1580,Other,,,08/12/2018 00:08,Yes,Last 10 days,19 minutes,,,No,ANONYMIZED
1582,Other,,,03/12/2018 07:54,Yes,Last 7 days,6.5 hrs,,,Yes,ANONYMIZED
1586,,,,03/12/2018 10:01,,,,2.0,,No,ANONYMIZED
1587,Other,,,03/12/2018 08:02,,,,,2.0,Yes,ANONYMIZED
1588,Anchoring,Strategic BDM,,04/12/2018 04:24,,,,,2.0,No,ANONYMIZED
1589,,,,03/12/2018 08:43,,,,,30.0,No,ANONYMIZED
1592,Time shock,,,03/12/2018 22:52,Yes,Last 10 days,2 hrs 43 min,,,,ANONYMIZED
1596,Other,,,03/12/2018 07:53,,,,12.0,,No,ANONYMIZED
1602,,,,06/12/2018 07:52,,,,15.0,,No,ANONYMIZED
1606,,,,04/12/2018 12:05,,,,7.0,,No,ANONYMIZED
1607,,,,03/12/2018 08:00,Yes,Last 7 days,5.5,,,Yes,ANONYMIZED
1609,,,,03/12/2018 08:10,Yes,Last 10 days,6 hours and 5 min,,,Yes,ANONYMIZED
1614,Strategic BDM,,,03/12/2018 10:05,,,,9.0,,No,ANONYMIZED
1615,Strategic BDM,,,03/12/2018 17:20,Yes,Last 10 days,8 hours and 11 minutes ,,,No,ANONYMIZED
1620,,,,04/12/2018 08:03,,,,,1.5,No,ANONYMIZED
1621,Misunderst. 4vs8 wks,Anchoring,,03/12/2018 08:26,,,,1.0,,,ANONYMIZED
1622,Time shock,,,03/12/2018 08:13,,,,21.0,,Yes,ANONYMIZED
1623,,,,03/12/2018 07:56,Yes,Last 10 days,6h 35mins,,,No,ANONYMIZED
1625,,,,03/12/2018 14:32,,,,28.0,,No,ANONYMIZED
1628,,,,03/12/2018 08:23,,,,3.0,,No,ANONYMIZED
1630,Other,,,03/12/2018 18:02,,,,,3.0,Yes,ANONYMIZED
1632,Time shock,,,03/12/2018 08:42,,,,14.0,,No,ANONYMIZED
1633,,,,04/12/2018 07:07,,,,1.0,,,ANONYMIZED
1634,Other,,,03/12/2018 08:10,,,,,4.0,No,ANONYMIZED
1637,,,,03/12/2018 09:22,Yes,Last 10 days,3 h 8 min,,,No,ANONYMIZED
1643,,,,03/12/2018 08:20,,,,1.0,,No,ANONYMIZED
1663,Convex cost,Misunderst. 4vs8 wks,,03/12/2018 09:24,,,,,10.0,,ANONYMIZED
1665,,,,03/12/2018 07:55,,,,,1.0,No,ANONYMIZED
1670,,,,04/12/2018 15:30,Yes,Last 7 days,13 min,,,No,ANONYMIZED
1681,,,,03/12/2018 12:56,,,,14.0,,No,ANONYMIZED
1682,Other,,,09/12/2018 14:04,,,,,15.0,No,ANONYMIZED
1683,Strategic BDM,Other,,04/12/2018 15:29,,,,5.0,,No,ANONYMIZED
1686,,,,03/12/2018 22:28,,,,,30.0,No,ANONYMIZED
1689,Other,,,04/12/2018 18:57,,,,,5.0,No,ANONYMIZED
1690,Strategic BDM,,,04/12/2018 15:22,,,,2.0,,Yes,ANONYMIZED
1691,Other,,,03/12/2018 18:09,,,,70.0,,No,ANONYMIZED
1692,,,,03/12/2018 10:44,,,,12.0,,No,ANONYMIZED
1694,,,,03/12/2018 08:56,,,,5.0,,Yes,ANONYMIZED
1696,,,,03/12/2018 17:39,Yes,Last 7 days,3.9 hrs,,,Yes,ANONYMIZED
1697,,,,03/12/2018 11:21,Yes,Last day,2 hours 55 minutes,,,No,ANONYMIZED
1698,,,,03/12/2018 09:45,Yes,Last day,12 min ,,,No,ANONYMIZED
1700,,,,04/12/2018 04:08,Yes,Last 7 days,hours,,,No,ANONYMIZED
1704,,,,03/12/2018 09:38,,,,2.0,,No,ANONYMIZED
1708,Strategic BDM,,,03/12/2018 07:53,Yes,Last 10 days,20 hrs and 42 min,,,No,ANONYMIZED
1711,,,,03/12/2018 11:40,,,,30.0,,Yes,ANONYMIZED
1712,,,,03/12/2018 16:19,Yes,Last 10 days,hours and minutes,,,No,ANONYMIZED
1713,,,,03/12/2018 08:12,Yes,Last 10 days,2 hours and 28 minutes ,,,No,ANONYMIZED
1714,,,,03/12/2018 08:15,,,,14.0,,Yes,ANONYMIZED
1716,,,,03/12/2018 08:42,Yes,Last 4 days,15.9 hours ,,,No,ANONYMIZED
1721,,,,03/12/2018 07:53,,,,2.0,,Yes,ANONYMIZED
1724,Convex cost,,,03/12/2018 07:55,Yes,Last day,Hours and minutes ,,,,ANONYMIZED
1726,Strategic BDM,,,03/12/2018 10:02,,,,6.0,,,ANONYMIZED
1730,Strategic BDM,,,03/12/2018 07:53,,,,3.0,,,ANONYMIZED
1731,,,,03/12/2018 08:23,Yes,Last 10 days,3 hrs 36 min screen time. ,,,Yes,ANONYMIZED
1733,Convex cost,,,03/12/2018 09:20,,,,,1.5,,ANONYMIZED
1736,Other,,,03/12/2018 12:34,,,,40.0,,No,ANONYMIZED
1737,Convex cost,,,03/12/2018 08:03,Yes,Last 7 days,7 hours 0 minutes ,,,,ANONYMIZED
1738,Convex cost,Time shock,,03/12/2018 08:47,Yes,Last 10 days,6 hours and 8 min,,,,ANONYMIZED
1739,Strategic BDM,,,03/12/2018 11:34,Yes,Last 7 days,44 min,,,No,ANONYMIZED
1740,Strategic BDM,Anchoring,,03/12/2018 07:59,Yes,Last day,1 hour 3 minutes ,,,Yes,ANONYMIZED
1741,Other,,,07/12/2018 14:57,,,,21.0,,No,ANONYMIZED
1742,Convex cost,Misunderst. 4vs8 wks,,05/12/2018 16:18,Yes,Last 10 days,7 hrs 42min,,,,ANONYMIZED
1743,Anchoring,Strategic BDM,,03/12/2018 09:49,,,,,7.0,No,ANONYMIZED
1744,Strategic BDM,Anchoring,,03/12/2018 08:25,Yes,Last 7 days,5.2 hours,,,,ANONYMIZED
1748,,,,03/12/2018 09:09,Yes,Last 10 days,13h 26m,,,Yes,ANONYMIZED
1749,,,,03/12/2018 10:59,,,,,2.0,No,ANONYMIZED
1750,Time shock,,,04/12/2018 16:34,Yes,Last 10 days,3 hours 5 minutes,,,No,ANONYMIZED
1751,Time shock,,,03/12/2018 17:59,Yes,Last 10 days,4 hours 6 minutes ,,,Yes,ANONYMIZED
1753,,,,03/12/2018 21:35,,,,1.0,,No,ANONYMIZED
1754,,,,03/12/2018 08:08,,,,12.0,,No,ANONYMIZED
1757,Strategic BDM,,,03/12/2018 07:53,Yes,Last 4 days,13,,,No,ANONYMIZED
1758,Other,,,09/12/2018 17:54,Yes,Last 7 days,53 min,,,,ANONYMIZED
1759,,,,03/12/2018 13:04,,,,155.0,,Yes,ANONYMIZED
1763,Other,,,03/12/2018 08:02,Yes,Last 9 days,7 hrs and 34 min,,,No,ANONYMIZED
1765,,,,03/12/2018 12:08,,,,4.0,,Yes,ANONYMIZED
1766,,,,03/12/2018 07:56,,,,5.0,,No,ANONYMIZED
1771,,,,03/12/2018 07:56,,,,2.0,,,ANONYMIZED
1774,,,,05/12/2018 04:14,Yes,Last 10 days,6 hours 28 minutes on screen ,,,No,ANONYMIZED
1775,,,,03/12/2018 21:01,,,,5.0,,Yes,ANONYMIZED
1776,Other,,,03/12/2018 10:32,,,,,1.0,,ANONYMIZED
1777,,,,03/12/2018 22:09,,,,,7.0,No,ANONYMIZED
1780,Convex cost,,,03/12/2018 07:53,,,,,2.0,,ANONYMIZED
1782,Other,,,03/12/2018 20:34,,,,50.0,,No,ANONYMIZED
1785,Strategic BDM,,,03/12/2018 11:43,,,,1.0,,,ANONYMIZED
1786,,,,04/12/2018 15:31,,,,10.0,,Yes,ANONYMIZED
1787,Other,,,03/12/2018 07:59,,,,5.0,,No,ANONYMIZED
1789,,,,05/12/2018 02:52,Yes,Last 10 days,3hrs 19min,,,No,ANONYMIZED
1791,,,,05/12/2018 03:28,,,,21.0,,No,ANONYMIZED
1793,Strategic BDM,Anchoring,,03/12/2018 09:39,Yes,Last day,35 min,,,Yes,ANONYMIZED
1794,,,,03/12/2018 08:41,Yes,Last 10 days,4 hrs 59 min,,,No,ANONYMIZED
1795,,,,03/12/2018 08:50,Yes,Last 10 days,12h 27m,,,No,ANONYMIZED
1797,,,,03/12/2018 07:58,Yes,Last 10 days,10hrs and 10min,,,No,ANONYMIZED
1798,Other,,,03/12/2018 10:23,,,,2.0,,Yes,ANONYMIZED
1799,Other,,,07/12/2018 21:36,Yes,Last 2 days,4.5,,,No,ANONYMIZED
1800,,,,03/12/2018 08:22,,,,0.0,,No,ANONYMIZED
1808,,,,04/12/2018 13:03,,,,14.0,,Yes,ANONYMIZED
1811,,,,04/12/2018 15:32,,,,8.0,,No,ANONYMIZED
1814,,,,04/12/2018 18:55,,,,10.0,,Yes,ANONYMIZED
1816,,,,03/12/2018 08:39,,,,,3.0,No,ANONYMIZED
1817,,,,03/12/2018 08:00,,,,,2.0,No,ANONYMIZED
1819,Convex cost,Time shock,,03/12/2018 07:53,,,,,3.0,,ANONYMIZED
1820,,,,03/12/2018 12:52,,,,14.0,,No,ANONYMIZED
1823,Strategic BDM,,,03/12/2018 09:05,Yes,Last 10 days,2.5 hrs,,,Yes,ANONYMIZED
1825,,,,03/12/2018 08:09,,,,10.0,,No,ANONYMIZED
1828,,,,03/12/2018 07:53,Yes,Last 10 days,4 hrs and 9 minutes ,,,No,ANONYMIZED
1833,,,,03/12/2018 11:33,,,,3.0,,No,ANONYMIZED
1834,Strategic BDM,,,03/12/2018 07:53,,,,,10.0,No,ANONYMIZED
1839,Convex cost,,,04/12/2018 17:52,,,,5.0,,,ANONYMIZED
1840,,,,05/12/2018 10:36,,,,,5.0,Yes,ANONYMIZED
1841,,,,04/12/2018 16:46,,,,11.0,,No,ANONYMIZED
1843,,,,03/12/2018 09:46,Yes,Last day,0 (I have kept Facebook deleted since the last portion of this survey),,,No,ANONYMIZED
1845,Other,,,03/12/2018 09:41,,,,,3.0,No,ANONYMIZED
1846,Anchoring,Time shock,,03/12/2018 15:23,,,,10.0,,,ANONYMIZED
1847,,,,03/12/2018 08:56,,,,7.0,,No,ANONYMIZED
1849,,,,03/12/2018 14:55,Yes,Last 7 days,46 min,,,,ANONYMIZED
1852,,,,03/12/2018 08:35,Yes,Last 10 days,8 hrs and 29 min,,,Yes,ANONYMIZED
1854,,,,03/12/2018 07:52,,,,,10.0,No,ANONYMIZED
1855,Other,,,05/12/2018 19:13,,,,1.0,,No,ANONYMIZED
1859,Other,,,03/12/2018 10:41,,,,30.0,,,ANONYMIZED
1861,,,,03/12/2018 08:27,,,,10.0,,,ANONYMIZED
1862,Strategic BDM,,,05/12/2018 06:33,Yes,Last 10 days,6 hrs 6 min,,,No,ANONYMIZED
1863,Anchoring,Strategic BDM,,03/12/2018 10:48,Yes,Last 10 days,2 hrs and 27 min,,,,ANONYMIZED
1866,,,,03/12/2018 07:53,Yes,Last day,1h 8m,,,,ANONYMIZED
1877,,,,04/12/2018 18:25,Yes,Last 10 days,19 hrs and 33 min,,,No,ANONYMIZED
1880,Other,,,03/12/2018 13:09,,,,,20.0,No,ANONYMIZED
1881,,,,03/12/2018 09:32,Yes,Last 7 days,9.8,,,Yes,ANONYMIZED
1886,Strategic BDM,,,03/12/2018 08:03,,,,1.0,,,ANONYMIZED
1888,,,,03/12/2018 09:05,,,,3.0,,No,ANONYMIZED
1890,,,,03/12/2018 09:06,Yes,Last 5 days,8 hrs. 6 mins.,,,Yes,ANONYMIZED
1892,,,,03/12/2018 07:56,,,,,2.0,Yes,ANONYMIZED
1894,Convex cost,Other,,03/12/2018 10:00,,,,35.0,,,ANONYMIZED
1896,Time shock,,,11/12/2018 12:20,,,,28.0,,No,ANONYMIZED
1897,Strategic BDM,,,03/12/2018 12:11,,,,,4.0,No,ANONYMIZED
1901,,,,03/12/2018 09:22,,,,,0.0,,ANONYMIZED
1903,Convex cost,Misunderst. 4vs8 wks,,03/12/2018 07:53,No,,,10.0,,,ANONYMIZED
1904,Other,,,03/12/2018 08:16,Yes,Last 10 days,13 hr and 9 min,,,No,ANONYMIZED
1905,Convex cost,,,03/12/2018 19:06,Yes,Last 10 days,7 hours 37 minutes ,,,No,ANONYMIZED
1906,,,,06/12/2018 13:07,,,,,3.5,No,ANONYMIZED
1909,,,,06/12/2018 07:36,Yes,Last 10 days,hours and minutes,,,No,ANONYMIZED
1910,,,,03/12/2018 08:49,,,,60.0,,Yes,ANONYMIZED
1911,,,,03/12/2018 20:41,No,,,5.0,,No,ANONYMIZED
1913,Strategic BDM,Anchoring,,03/12/2018 07:53,,,,15.0,,No,ANONYMIZED
1915,Other,,,03/12/2018 07:55,,,,21.0,,Yes,ANONYMIZED
1919,,,,03/12/2018 08:55,,,,26.0,,No,ANONYMIZED
1925,,,,03/12/2018 15:14,,,,3.0,,No,ANONYMIZED
1926,,,,03/12/2018 08:39,Yes,Last 10 days,4 hours 57 minutes,,,No,ANONYMIZED
1927,,,,03/12/2018 11:57,Yes,Last 10 days,hours and minutes,,,No,ANONYMIZED
1930,,,,03/12/2018 07:55,Yes,Last 10 days,6 hrs and  9 mins,,,No,ANONYMIZED
1932,Time shock,,,03/12/2018 09:29,,,,60.0,,No,ANONYMIZED
1933,,,,04/12/2018 16:49,,,,10.0,,Yes,ANONYMIZED
1934,Convex cost,Misunderst. 4vs8 wks,,03/12/2018 08:04,,,,,6.0,,ANONYMIZED
1935,Strategic BDM,,,03/12/2018 08:00,,,,1.0,,No,ANONYMIZED
1936,Other,,,03/12/2018 08:05,,,,,7.0,Yes,ANONYMIZED
1937,,,,03/12/2018 08:21,,,,,0.0,,ANONYMIZED
1938,,,,04/12/2018 15:16,,,,14.0,,No,ANONYMIZED
1939,Other,,,03/12/2018 08:18,,,,5.0,,No,ANONYMIZED
1941,,,,03/12/2018 09:36,,,,7.0,,Yes,ANONYMIZED
1945,,,,04/12/2018 14:17,,,,3.0,,Yes,ANONYMIZED
1946,,,,03/12/2018 07:54,Yes,Last day,1 hr  4 min ,,,No,ANONYMIZED
1949,,,,03/12/2018 07:54,Yes,Last 10 days,22 hrs 31 min,,,Yes,ANONYMIZED
1951,Other,,,03/12/2018 07:55,,,,20.0,,No,ANONYMIZED
1953,,,,03/12/2018 09:04,,,,30.0,,No,ANONYMIZED
1957,Other,,,11/12/2018 05:44,Yes,Last 7 days,18 minutes ,,,No,ANONYMIZED
1960,Strategic BDM,,,04/12/2018 15:17,,,,0.0,,,ANONYMIZED
1963,Other,,,03/12/2018 14:25,,,,5.0,,No,ANONYMIZED
1964,,,,04/12/2018 15:04,,,,,1.5,Yes,ANONYMIZED
1965,,,,03/12/2018 10:59,Yes,Last day,30 min,,,No,ANONYMIZED
1967,,,,05/12/2018 09:57,,,,3.5,,No,ANONYMIZED
1968,Anchoring,Strategic BDM,,06/12/2018 17:21,Yes,Last 3 days,3 hrs ,,,,ANONYMIZED
1971,,,,03/12/2018 15:04,,,,4.0,,No,ANONYMIZED
1972,Other,,,04/12/2018 02:33,Yes,Last 10 days,20 hours ,,,No,ANONYMIZED
1973,,,,03/12/2018 07:53,,,,,1.0,Yes,ANONYMIZED
1977,Strategic BDM,,,03/12/2018 08:31,,,,20.0,,Yes,ANONYMIZED
1978,Convex cost,,,06/12/2018 07:35,Yes,Last 8 days,4 hours 40 minutes,,,,ANONYMIZED
1980,,,,03/12/2018 09:48,Yes,Last 10 days,4hrs and 28min,,,Yes,ANONYMIZED
1982,,,,10/12/2018 17:48,,,,,2.0,No,ANONYMIZED
1987,Time shock,,,09/12/2018 06:16,,,,7.0,,,ANONYMIZED
1991,,,,04/12/2018 15:08,Yes,Last 7 days,3 hrs and 02 minutes ,,,No,ANONYMIZED
1993,Other,,,03/12/2018 08:44,Yes,Last 2 days,120 minutes ,,,No,ANONYMIZED
1999,,,,10/12/2018 18:45,,,,2.0,,No,ANONYMIZED
2002,,,,03/12/2018 07:58,,,,40.0,,Yes,ANONYMIZED
2004,,,,03/12/2018 10:37,Yes,Last day,1 hr and 55 min,,,No,ANONYMIZED
2009,Time shock,,,03/12/2018 10:29,,,,5.0,,Yes,ANONYMIZED
2010,Other,,,04/12/2018 21:11,Yes,Last 5 days,6.1 hours,,,Yes,ANONYMIZED
2011,,,,06/12/2018 14:07,,,,5.0,,Yes,ANONYMIZED
2012,,,,04/12/2018 16:14,Yes,Last day,53,,,No,ANONYMIZED
2013,Other,,,15/12/2018 00:17,,,,,1.5,Yes,ANONYMIZED
2018,,,,06/12/2018 11:48,,,,8.0,,No,ANONYMIZED
2019,Other,,,03/12/2018 12:51,Yes,Last 7 days,4 hrs and 17 min,,,Yes,ANONYMIZED
2024,,,,05/12/2018 08:38,,,,3.0,,No,ANONYMIZED
2026,Strategic BDM,Anchoring,,04/12/2018 22:48,,,,,7.0,Yes,ANONYMIZED
2029,,,,03/12/2018 08:39,,,,,4.0,No,ANONYMIZED
2030,Other,,,03/12/2018 08:35,,,,,15.0,Yes,ANONYMIZED
2033,Anchoring,Strategic BDM,,03/12/2018 08:04,Yes,Last 10 days,15 hours 8 minutes ,,,,ANONYMIZED
2034,,,,03/12/2018 08:38,Yes,Last 10 days,3 hours and 12 minutes ,,,No,ANONYMIZED
2037,Convex cost,,,03/12/2018 10:30,,,,,2.0,,ANONYMIZED
2039,Strategic BDM,,,05/12/2018 00:17,,,,3.0,,No,ANONYMIZED
2041,,,,03/12/2018 09:51,,,,,10.0,No,ANONYMIZED
2042,,,,03/12/2018 19:52,Yes,Last 10 days,1 min,,,No,ANONYMIZED
2045,Convex cost,Misunderst. 4vs8 wks,,04/12/2018 15:06,,,,8.0,,,ANONYMIZED
2048,,,,03/12/2018 09:22,,,,,5.0,No,ANONYMIZED
2049,,,,03/12/2018 10:36,Yes,Last day,8.29hrs,,,Yes,ANONYMIZED
2053,,,,03/12/2018 08:01,Yes,Last 2 days,4 hrs 16 min,,,,ANONYMIZED
2057,,,,03/12/2018 08:09,,,,10.0,,No,ANONYMIZED
2058,,,,05/12/2018 08:10,,,,,4.0,,ANONYMIZED
2059,,,,04/12/2018 07:36,,,,,19.0,,ANONYMIZED
2063,Convex cost,,,03/12/2018 07:58,,,,7.0,,,ANONYMIZED
2067,,,,03/12/2018 17:27,,,,12.0,,Yes,ANONYMIZED
2068,Other,Strategic BDM,,06/12/2018 07:34,,,,,3.5,No,ANONYMIZED
2069,Other,,,03/12/2018 08:02,,,,,5.0,Yes,ANONYMIZED
2071,,,,03/12/2018 08:30,Yes,Last 10 days,minutes,,,No,ANONYMIZED
2073,,,,03/12/2018 09:28,,,,2.0,,Yes,ANONYMIZED
2077,Other,,,03/12/2018 13:08,,,,10.0,,No,ANONYMIZED
2080,Convex cost,,,03/12/2018 09:04,Yes,Last 10 days,52 min,,,,ANONYMIZED
2085,,,,03/12/2018 07:55,Yes,Last 10 days,11 hrs 12 min,,,No,ANONYMIZED
2086,,,,03/12/2018 07:54,,,,,25.0,No,ANONYMIZED
2087,,,,03/12/2018 07:55,Yes,Last day,1 hour,,,Yes,ANONYMIZED
2088,Strategic BDM,,,03/12/2018 11:24,,,,,2.5,No,ANONYMIZED
2089,,,,10/12/2018 20:26,,,,,20.0,No,ANONYMIZED
2090,Other,,,03/12/2018 13:08,,,,16.0,,No,ANONYMIZED
2091,Convex cost,,,03/12/2018 12:14,,,,,3.0,,ANONYMIZED
2092,,,,07/12/2018 00:02,,,,5.0,,No,ANONYMIZED
2093,Other,,,03/12/2018 07:56,,,,64.0,,No,ANONYMIZED
2098,,,,03/12/2018 16:38,Yes,Last 10 days,10.5 hrs,,,No,ANONYMIZED
2101,Convex cost,,,04/12/2018 16:48,Yes,Last 10 days,13 hrs and 48 min,,,No,ANONYMIZED
2104,Strategic BDM,,,05/12/2018 06:24,,,,,1.0,No,ANONYMIZED
2105,Strategic BDM,,,03/12/2018 09:40,Yes,Last 4 days,14hrs 44mins,,,,ANONYMIZED
2106,Strategic BDM,Anchoring,,03/12/2018 12:28,,,,,15.0,No,ANONYMIZED
2108,,,,03/12/2018 08:33,Yes,Last 7 days,3.2 hours ,,,No,ANONYMIZED
2111,Other,,,03/12/2018 08:24,,,,4.0,,No,ANONYMIZED
2112,Other,,,11/12/2018 09:56,,,,,28.0,No,ANONYMIZED
2120,,,,03/12/2018 08:17,Yes,Last 10 days,2 hrs and 33 min,,,No,ANONYMIZED
2121,Time shock,,,03/12/2018 12:10,,,,7.0,,No,ANONYMIZED
2123,Strategic BDM,Anchoring,,03/12/2018 07:52,Yes,Last 10 days,15 hrs and 2 min,,,,ANONYMIZED
2125,,,,03/12/2018 11:05,,,,,5.0,No,ANONYMIZED
2126,Time shock,,,04/12/2018 10:01,,,,14.0,,No,ANONYMIZED
2129,Other,,,04/12/2018 16:56,,,,10.0,,Yes,ANONYMIZED
2132,Other,,,03/12/2018 07:53,,,,,8.0,Yes,ANONYMIZED
2133,,,,03/12/2018 13:16,,,,21.0,,No,ANONYMIZED
2136,Strategic BDM,,,03/12/2018 10:15,,,,8.0,,,ANONYMIZED
2137,,,,03/12/2018 12:36,Yes,Last 10 days,4 hrs and 25 min ,,,No,ANONYMIZED
2138,Convex cost,,,05/12/2018 12:12,,,,10.0,,,ANONYMIZED
2141,,,,03/12/2018 09:29,,,,4.0,,No,ANONYMIZED
2144,Strategic BDM,,,03/12/2018 11:15,Yes,Last 10 days,37 mn,,,Yes,ANONYMIZED
2145,,,,04/12/2018 04:16,,,,14.0,,No,ANONYMIZED
2149,Anchoring,Convex cost,,03/12/2018 08:15,,,,,4.0,,ANONYMIZED
2150,,,,03/12/2018 08:12,Yes,Last 10 days,5 hrs and 38 min,,,No,ANONYMIZED
2153,,,,03/12/2018 07:53,,,,14.0,,No,ANONYMIZED
2158,Anchoring,Strategic BDM,,03/12/2018 07:54,Yes,Last 7 days,3 hrs and 56 minutes,,,,ANONYMIZED
2159,Other,,,03/12/2018 11:05,,,,3.0,,No,ANONYMIZED
2161,Other,,,03/12/2018 08:53,,,,,5.0,No,ANONYMIZED
2162,Time shock,,,03/12/2018 15:10,Yes,Last 7 days,27,,,No,ANONYMIZED
2163,,,,03/12/2018 07:54,,,,4.0,,Yes,ANONYMIZED
2164,Other,,,03/12/2018 20:11,,,,10.0,,Yes,ANONYMIZED
2165,,,,04/12/2018 06:44,Yes,Last 7 days,9.2 hours,,,No,ANONYMIZED
2166,,,,03/12/2018 15:21,,,,7.0,,No,ANONYMIZED
2167,,,,03/12/2018 10:48,,,,21.0,,No,ANONYMIZED
2168,,,,03/12/2018 12:40,Yes,Last 7 days,4hrs 1 min,,,No,ANONYMIZED
2170,Strategic BDM,Anchoring,,03/12/2018 09:45,Yes,Last 10 days,8.5,,,No,ANONYMIZED
2174,,,,04/12/2018 12:10,,,,,4.0,No,ANONYMIZED
2175,,,,07/12/2018 09:35,,,,2.0,,No,ANONYMIZED
2177,,,,04/12/2018 18:06,,,,,16.0,No,ANONYMIZED
2179,,,,03/12/2018 10:06,Yes,Last day,1 hour 37 minutes,,,No,ANONYMIZED
2180,Strategic BDM,,,04/12/2018 15:03,,,,,3.0,Yes,ANONYMIZED
2181,Strategic BDM,,,03/12/2018 08:47,Yes,Last 10 days,0 min,,,No,ANONYMIZED
2183,,,,03/12/2018 08:06,,,,,21.0,No,ANONYMIZED
2187,,,,03/12/2018 21:04,,,,1.0,,No,ANONYMIZED
2188,,,,04/12/2018 17:39,Yes,Last day,0 min,,,,ANONYMIZED
2189,,,,03/12/2018 12:44,,,,8.0,,No,ANONYMIZED
2190,,,,03/12/2018 08:17,,,,,2.0,,ANONYMIZED
2191,Strategic BDM,,,05/12/2018 03:54,Yes,Last 2 days,120,,,No,ANONYMIZED
2194,Strategic BDM,,,03/12/2018 12:11,Yes,Last day,2 hour and 20 min,,,No,ANONYMIZED
2195,,,,03/12/2018 08:09,,,,,5.0,No,ANONYMIZED
2197,Strategic BDM,,,03/12/2018 12:27,,,,10.0,,No,ANONYMIZED
2201,Other,,,03/12/2018 13:02,Yes,Last 10 days,6hrs and 2mns,,,No,ANONYMIZED
2203,Convex cost,,,03/12/2018 10:54,,,,,5.0,,ANONYMIZED
2204,Other,,,03/12/2018 07:52,,,,20.0,,Yes,ANONYMIZED
2205,Other,,,03/12/2018 18:03,,,,5.0,,Yes,ANONYMIZED
2208,,,,11/12/2018 19:17,Yes,Last 10 days,19h,,,Yes,ANONYMIZED
2209,,,,03/12/2018 09:32,,,,,2.0,Yes,ANONYMIZED
2212,,,,03/12/2018 12:00,,,,2.0,,,ANONYMIZED
2215,Convex cost,,,03/12/2018 07:57,Yes,Last 10 days,50 min,,,,ANONYMIZED
2218,Strategic BDM,Anchoring,,03/12/2018 13:51,Yes,Last 10 days,12 hrs 7 min,,,Yes,ANONYMIZED
2219,Time shock,,,03/12/2018 08:19,,,,,15.0,Yes,ANONYMIZED
2220,,,,03/12/2018 14:59,,,,7.0,,No,ANONYMIZED
2222,Anchoring,Convex cost,,03/12/2018 09:34,Yes,Last 10 days,2 hrs and 29 mins,,,,ANONYMIZED
2224,,,,03/12/2018 09:00,Yes,Last 10 days,299 min,,,No,ANONYMIZED
2226,,,,03/12/2018 10:00,No,,,1.0,,No,ANONYMIZED
2227,,,,03/12/2018 17:58,,,,25.0,,No,ANONYMIZED
2234,,,,03/12/2018 09:18,,,,12.0,,No,ANONYMIZED
2235,,,,03/12/2018 08:08,,,,10.0,,Yes,ANONYMIZED
2236,,,,03/12/2018 11:21,,,,4.0,,Yes,ANONYMIZED
2240,,,,03/12/2018 07:52,,,,1.0,,Yes,ANONYMIZED
2242,Time shock,,,03/12/2018 15:12,,,,,9.0,No,ANONYMIZED
2249,,,,03/12/2018 08:46,,,,2.0,,No,ANONYMIZED
2250,,,,03/12/2018 09:26,,,,,6.0,No,ANONYMIZED
2257,,,,03/12/2018 09:06,,,,20.0,,No,ANONYMIZED
