id,wta_change_code1,wta_change_code2,wta_change_code3,startdate,fbhrs_iphone_success,battery_days,fbhrs_battery,fbhrs_nonbattery,fbhrs_noapp,autom_reac,apps_less_use
751,,,,03/12/2018 09:15,Yes,Last 10 days,1 hr and 43 minutes,,,No,ANONYMIZED
761,Other,,,03/12/2018 10:02,Yes,Last 10 days,Hours and minutes ,,,No,ANONYMIZED
762,Convex cost,,,03/12/2018 08:28,,,,4.0,,,ANONYMIZED
763,,,,03/12/2018 12:59,,,,,0.0,No,ANONYMIZED
765,Other,,,03/12/2018 12:54,Yes,Last day,3.5 hrs,,,Yes,ANONYMIZED
766,Time shock,,,03/12/2018 09:35,Yes,Last 3 days,20 min,,,,ANONYMIZED
767,,,,03/12/2018 07:57,Yes,Last day,1 hour 7 minutes,,,No,ANONYMIZED
768,,,,04/12/2018 09:14,,,,25.0,,No,ANONYMIZED
774,,,,03/12/2018 09:06,,,,6.0,,No,ANONYMIZED
776,Strategic BDM,,,03/12/2018 17:43,,,,14.0,,No,ANONYMIZED
778,Convex cost,,,04/12/2018 15:48,Yes,Last 10 days,10 hrs and 6 min,,,,ANONYMIZED
779,,,,03/12/2018 12:28,Yes,Last day,7 minutes,,,,ANONYMIZED
780,,,,03/12/2018 10:20,Yes,Last 7 days,2.8 hrs,,,No,ANONYMIZED
781,,,,03/12/2018 19:26,Yes,Last 10 days,8 hours and 11 minutes,,,Yes,ANONYMIZED
784,,,,04/12/2018 15:03,,,,,30.0,No,ANONYMIZED
792,,,,03/12/2018 10:53,,,,2.0,,No,ANONYMIZED
797,Other,,,03/12/2018 21:21,,,,12.0,,No,ANONYMIZED
799,,,,03/12/2018 10:43,No,,,0.0,,,ANONYMIZED
800,Other,,,03/12/2018 10:00,,,,,5.0,No,ANONYMIZED
807,Convex cost,Other,,03/12/2018 10:03,,,,15.0,,No,ANONYMIZED
810,,,,03/12/2018 08:38,,,,2.0,,Yes,ANONYMIZED
811,,,,03/12/2018 18:21,,,,90.0,,No,ANONYMIZED
818,,,,03/12/2018 14:02,,,,,4.0,No,ANONYMIZED
823,,,,04/12/2018 15:23,Yes,Last 10 days,4 hrs and 52 min,,,No,ANONYMIZED
825,,,,04/12/2018 18:01,,,,1.0,,No,ANONYMIZED
826,,,,03/12/2018 07:58,,,,5.0,,No,ANONYMIZED
828,Strategic BDM,,,03/12/2018 12:08,,,,1.0,,,ANONYMIZED
829,Other,,,03/12/2018 07:56,,,,12.0,,Yes,ANONYMIZED
831,,,,03/12/2018 08:57,,,,50.0,,Yes,ANONYMIZED
832,Strategic BDM,,,03/12/2018 07:58,,,,15.0,,Yes,ANONYMIZED
834,,,,03/12/2018 10:18,,,,7.0,,No,ANONYMIZED
835,,,,03/12/2018 08:31,,,,,7.0,Yes,ANONYMIZED
838,Strategic BDM,,,04/12/2018 15:22,,,,4.0,,No,ANONYMIZED
839,,,,06/12/2018 14:12,Yes,Last 7 days,2 hours 11 minutes ,,,Yes,ANONYMIZED
843,,,,06/12/2018 09:54,,,,2.0,,Yes,ANONYMIZED
845,,,,03/12/2018 18:53,Yes,Last day,10 minutes,,,Yes,ANONYMIZED
846,Misunderst. 4vs8 wks,Convex cost,,03/12/2018 16:11,,,,,3.0,,ANONYMIZED
847,Strategic BDM,,,03/12/2018 09:07,,,,,0.0,No,ANONYMIZED
848,,,,04/12/2018 08:00,,,,4.0,,Yes,ANONYMIZED
849,,,,03/12/2018 07:56,,,,,1.0,No,ANONYMIZED
853,,,,03/12/2018 09:56,,,,10.0,,,ANONYMIZED
854,,,,03/12/2018 07:52,,,,5.0,,No,ANONYMIZED
855,Convex cost,,,03/12/2018 09:46,Yes,Last 7 days,Hours ,,,,ANONYMIZED
856,,,,03/12/2018 14:55,,,,7.0,,,ANONYMIZED
857,,,,03/12/2018 08:04,,,,6.0,,Yes,ANONYMIZED
859,,,,03/12/2018 16:27,Yes,Last 10 days,24 hrs and 5 min,,,No,ANONYMIZED
860,Other,,,04/12/2018 15:22,,,,10.0,,No,ANONYMIZED
865,Convex cost,,,03/12/2018 07:58,Yes,Last 7 days,0,,,,ANONYMIZED
866,Convex cost,,,03/12/2018 07:53,,,,150.0,,,ANONYMIZED
867,,,,05/12/2018 08:39,,,,,3.0,No,ANONYMIZED
868,Other,,,03/12/2018 09:05,,,,1.0,,,ANONYMIZED
869,,,,03/12/2018 14:51,,,,18.0,,No,ANONYMIZED
872,,,,03/12/2018 08:15,Yes,Last 7 days,18 hours 45 minutes ,,,No,ANONYMIZED
873,Other,,,03/12/2018 12:35,Yes,Last 10 days,33hrs 43 min,,,No,ANONYMIZED
876,,,,04/12/2018 09:47,,,,14.0,,No,ANONYMIZED
878,Other,,,10/12/2018 07:00,Yes,Last 10 days,2 hours 18 min,,,No,ANONYMIZED
879,Other,,,03/12/2018 19:27,,,,18.0,,No,ANONYMIZED
881,,,,04/12/2018 21:00,,,,6.0,,Yes,ANONYMIZED
882,Strategic BDM,,,06/12/2018 20:50,Yes,Last 10 days,5 hrs and 12 min,,,No,ANONYMIZED
883,Misunderst. 4vs8 wks,Convex cost,,03/12/2018 07:55,,,,8.0,,,ANONYMIZED
887,Convex cost,Misunderst. 4vs8 wks,Anchoring,04/12/2018 15:04,,,,1.0,,,ANONYMIZED
890,Convex cost,Misunderst. 4vs8 wks,,03/12/2018 10:41,,,,10.0,,,ANONYMIZED
892,Anchoring,Strategic BDM,,03/12/2018 10:33,,,,3.0,,,ANONYMIZED
895,Other,,,03/12/2018 08:01,Yes,Last day,15 min,,,Yes,ANONYMIZED
899,,,,03/12/2018 07:52,Yes,Last 7 days,3.4 hours,,,No,ANONYMIZED
901,Strategic BDM,,,03/12/2018 11:14,,,,60.0,,No,ANONYMIZED
903,Other,,,03/12/2018 08:02,,,,,10.0,,ANONYMIZED
904,Strategic BDM,,,04/12/2018 07:22,,,,,2.0,No,ANONYMIZED
916,,,,10/12/2018 18:09,Yes,Last 10 days,3 hours 45 minutes,,,No,ANONYMIZED
919,Time shock,,,03/12/2018 08:54,,,,,4.0,No,ANONYMIZED
925,Other,,,03/12/2018 13:38,,,,,2.0,Yes,ANONYMIZED
926,,,,04/12/2018 19:50,,,,,12.0,No,ANONYMIZED
927,,,,03/12/2018 10:09,Yes,Last 10 days,2h 54m,,,No,ANONYMIZED
928,,,,03/12/2018 13:46,,,,16.0,,No,ANONYMIZED
930,,,,03/12/2018 20:54,Yes,Last 10 days,22 hrs 6 min,,,Yes,ANONYMIZED
931,Time shock,,,03/12/2018 17:12,,,,20.0,,Yes,ANONYMIZED
937,,,,03/12/2018 08:26,,,,9.0,,No,ANONYMIZED
938,Strategic BDM,,,03/12/2018 23:33,,,,5.0,,Yes,ANONYMIZED
939,Strategic BDM,Anchoring,,03/12/2018 09:07,,,,,10.5,,ANONYMIZED
941,,,,04/12/2018 06:47,Yes,Last 7 days,3.2 hours,,,No,ANONYMIZED
944,,,,03/12/2018 14:10,,,,0.0,,No,ANONYMIZED
946,,,,03/12/2018 08:00,,,,,1.0,No,ANONYMIZED
947,,,,03/12/2018 08:02,,,,2.0,,,ANONYMIZED
948,,,,03/12/2018 09:51,Yes,Last 10 days,10 hours and 59 minutes,,,,ANONYMIZED
950,,,,05/12/2018 09:24,,,,,15.0,No,ANONYMIZED
951,,,,03/12/2018 12:17,,,,,2.0,Yes,ANONYMIZED
953,Convex cost,Time shock,,03/12/2018 08:13,,,,3.0,,,ANONYMIZED
954,,,,06/12/2018 09:54,Yes,Last 10 days,50 hours,,,No,ANONYMIZED
956,,,,04/12/2018 11:49,Yes,Last 7 days,5.2 hours,,,No,ANONYMIZED
958,Anchoring,Strategic BDM,,03/12/2018 10:34,Yes,Last 7 days,1 hr 33 min,,,No,ANONYMIZED
959,,,,03/12/2018 08:21,Yes,Last 10 days,1 hour and 35 minutes ,,,No,ANONYMIZED
960,Other,,,04/12/2018 18:05,,,,20.0,,No,ANONYMIZED
961,Other,,,03/12/2018 09:43,Yes,Last 10 days,7 hrs 26 min,,,No,ANONYMIZED
963,,,,03/12/2018 07:53,,,,5.0,,No,ANONYMIZED
968,,,,03/12/2018 07:53,,,,20.0,,No,ANONYMIZED
972,Time shock,,,03/12/2018 11:45,,,,3.0,,Yes,ANONYMIZED
975,,,,03/12/2018 08:36,Yes,Last 10 days,53 hours and 54 minutes ,,,No,ANONYMIZED
976,Strategic BDM,,,03/12/2018 07:53,,,,6.0,,No,ANONYMIZED
983,Other,,,04/12/2018 16:00,,,,,12.0,Yes,ANONYMIZED
985,,,,03/12/2018 11:08,Yes,Last day,23 min,,,No,ANONYMIZED
986,,,,03/12/2018 10:46,,,,,1.0,,ANONYMIZED
988,,,,04/12/2018 12:39,,,,,5.0,No,ANONYMIZED
990,Time shock,Anchoring,,03/12/2018 07:56,,,,14.0,,Yes,ANONYMIZED
991,,,,03/12/2018 08:03,,,,,10.0,No,ANONYMIZED
992,,,,08/12/2018 13:17,,,,,10.0,No,ANONYMIZED
993,Other,,,03/12/2018 07:52,Yes,Last 7 days,0,,,No,ANONYMIZED
997,,,,03/12/2018 08:44,,,,2.0,,No,ANONYMIZED
999,Convex cost,,,03/12/2018 13:19,,,,,4.0,,ANONYMIZED
1013,Strategic BDM,Anchoring,,03/12/2018 07:53,Yes,Last 10 days,3 hrs and 29 min,,,No,ANONYMIZED
1014,Other,,,04/12/2018 15:52,,,,9.0,,No,ANONYMIZED
1016,Other,,,03/12/2018 08:16,Yes,Last 9 days,19 hr 33 min,,,No,ANONYMIZED
1017,,,,05/12/2018 15:35,,,,,8.0,,ANONYMIZED
1018,,,,03/12/2018 09:19,Yes,Last day,1 hour,,,No,ANONYMIZED
1021,Convex cost,,,03/12/2018 08:35,,,,20.0,,,ANONYMIZED
1026,Convex cost,,,03/12/2018 08:09,,,,,2.0,,ANONYMIZED
1027,Convex cost,,,03/12/2018 08:25,,,,10.0,,,ANONYMIZED
1035,,,,04/12/2018 15:31,,,,,7.0,No,ANONYMIZED
1055,,,,04/12/2018 17:06,Yes,Last 5 days,2 hrs 42 min,,,Yes,ANONYMIZED
1056,Strategic BDM,,,04/12/2018 19:00,,,,,9.0,No,ANONYMIZED
1059,,,,03/12/2018 07:59,Yes,Last 10 days,17 hr 19 min,,,Yes,ANONYMIZED
1063,Other,,,03/12/2018 08:30,,,,,3.0,No,ANONYMIZED
1066,Other,,,03/12/2018 09:24,Yes,Last 10 days,10 hrs 25 min,,,Yes,ANONYMIZED
1070,Strategic BDM,,,03/12/2018 08:07,Yes,Last 10 days,5 hours and 34 min ,,,Yes,ANONYMIZED
1073,,,,04/12/2018 18:59,Yes,Last 7 days,5 hrs and 15 min,,,No,ANONYMIZED
1075,,,,03/12/2018 13:11,,,,,12.0,No,ANONYMIZED
1077,,,,03/12/2018 08:10,Yes,Last 10 days,6 hours and 18 mins ,,,Yes,ANONYMIZED
1080,,,,03/12/2018 09:07,,,,10.0,,No,ANONYMIZED
1084,Other,,,03/12/2018 18:55,,,,5.0,,No,ANONYMIZED
1085,Strategic BDM,,,03/12/2018 13:33,Yes,Last 7 days,0 minutes,,,,ANONYMIZED
1088,Misunderst. 4vs8 wks,,,03/12/2018 09:58,Yes,Last day,1 hour and 11 minutes,,,No,ANONYMIZED
1090,,,,08/12/2018 09:15,,,,21.0,,No,ANONYMIZED
1091,,,,03/12/2018 18:33,,,,,14.0,Yes,ANONYMIZED
1092,Time shock,,,03/12/2018 08:06,,,,,3.0,,ANONYMIZED
1094,Other,,,03/12/2018 15:53,,,,6.0,,No,ANONYMIZED
1097,,,,04/12/2018 09:39,,,,,9.0,No,ANONYMIZED
1098,Convex cost,,,04/12/2018 15:25,Yes,Last 10 days,7.25 hr,,,,ANONYMIZED
1099,,,,03/12/2018 08:26,Yes,Last day,54 minutes,,,Yes,ANONYMIZED
1102,,,,03/12/2018 09:02,Yes,Last 10 days,1hr and 43min ,,,No,ANONYMIZED
1103,Other,,,03/12/2018 13:47,Yes,Last 10 days,13 hrs and 58 min,,,,ANONYMIZED
1104,,,,03/12/2018 07:53,,,,1.0,,,ANONYMIZED
1105,,,,03/12/2018 07:54,Yes,Last 7 days,54 min,,,No,ANONYMIZED
1106,Time shock,,,06/12/2018 18:35,Yes,Last 10 days,7 hours and 7 minutes,,,Yes,ANONYMIZED
1109,Other,,,04/12/2018 15:07,,,,,7.0,,ANONYMIZED
1110,Time shock,,,05/12/2018 18:21,,,,30.0,,No,ANONYMIZED
1113,,,,03/12/2018 08:21,,,,,13.0,No,ANONYMIZED
1114,Anchoring,Strategic BDM,,03/12/2018 11:43,,,,10.0,,,ANONYMIZED
1117,,,,03/12/2018 07:52,,,,2.0,,No,ANONYMIZED
1118,Convex cost,,,03/12/2018 07:53,Yes,Last 20 days or more,0 minutes,,,,ANONYMIZED
1119,,,,04/12/2018 12:08,Yes,Last day,5 minutes,,,Yes,ANONYMIZED
1122,Other,,,03/12/2018 09:28,Yes,Last 10 days,17hr 13 min,,,Yes,ANONYMIZED
1123,Other,,,09/12/2018 09:03,Yes,Last day,3 min,,,,ANONYMIZED
1126,Convex cost,,,03/12/2018 10:58,,,,3.0,,,ANONYMIZED
1129,,,,03/12/2018 18:23,,,,5.0,,Yes,ANONYMIZED
1135,,,,03/12/2018 08:23,,,,0.0,,No,ANONYMIZED
1136,,,,04/12/2018 01:20,,,,,3.0,No,ANONYMIZED
1137,,,,03/12/2018 08:31,Yes,Last day,33 min,,,No,ANONYMIZED
1139,Convex cost,,,03/12/2018 08:03,,,,,2.0,,ANONYMIZED
1140,,,,03/12/2018 16:29,,,,20.0,,No,ANONYMIZED
1142,,,,03/12/2018 08:55,Yes,Last 10 days,3h 32m,,,No,ANONYMIZED
1145,,,,03/12/2018 14:58,Yes,Last 10 days,2 hrs 59 mins,,,Yes,ANONYMIZED
1146,,,,04/12/2018 15:06,Yes,Last 10 days,17h 32m,,,No,ANONYMIZED
1147,Strategic BDM,,,03/12/2018 07:52,,,,3.0,,Yes,ANONYMIZED
1148,,,,03/12/2018 08:17,,,,10.0,,Yes,ANONYMIZED
1149,,,,03/12/2018 08:14,Yes,Last 7 days,6.1 hrs,,,No,ANONYMIZED
1152,Convex cost,,,04/12/2018 19:22,,,,4.0,,,ANONYMIZED
1154,Other,,,04/12/2018 15:56,Yes,Last 10 days,1hr 37 min,,,No,ANONYMIZED
1164,Other,,,03/12/2018 22:16,,,,,1.0,No,ANONYMIZED
1166,,,,03/12/2018 18:34,,,,,21.0,Yes,ANONYMIZED
1167,Strategic BDM,,,03/12/2018 09:18,,,,1.0,,Yes,ANONYMIZED
1168,Convex cost,,,03/12/2018 08:35,,,,1.0,,,ANONYMIZED
1169,Convex cost,,,05/12/2018 17:59,Yes,Last 7 days,2.4 hrs,,,,ANONYMIZED
1170,Convex cost,Time shock,,03/12/2018 11:42,Yes,Last 7 days,6.5 hours,,,,ANONYMIZED
1175,Strategic BDM,,,03/12/2018 10:23,Yes,Last 10 days,12 hrs 53 mins,,,Yes,ANONYMIZED
1176,Strategic BDM,Anchoring,,03/12/2018 14:27,Yes,Last 7 days,52 min,,,,ANONYMIZED
1177,,,,03/12/2018 08:28,,,,5.0,,Yes,ANONYMIZED
1178,Time shock,,,04/12/2018 03:30,,,,3.0,,Yes,ANONYMIZED
1182,Misunderst. 4vs8 wks,,,03/12/2018 08:26,,,,,0.5,,ANONYMIZED
1186,,,,03/12/2018 20:57,Yes,Last day,24 min,,,No,ANONYMIZED
1191,Strategic BDM,,,03/12/2018 08:15,No,,,50.0,,,ANONYMIZED
1196,,,,03/12/2018 08:01,,,,7.0,,No,ANONYMIZED
1197,,,,03/12/2018 14:07,,,,,7.0,Yes,ANONYMIZED
1199,Time shock,,,03/12/2018 08:12,,,,10.0,,No,ANONYMIZED
1201,Convex cost,Misunderst. 4vs8 wks,,03/12/2018 10:18,Yes,Last 10 days,1 hour and 40 minutes,,,,ANONYMIZED
1204,,,,03/12/2018 07:53,,,,5.0,,,ANONYMIZED
1206,,,,03/12/2018 07:56,,,,9.0,,No,ANONYMIZED
1207,Convex cost,Misunderst. 4vs8 wks,,04/12/2018 18:27,Yes,Last 10 days,11 hours 9 minutes ,,,,ANONYMIZED
1210,,,,03/12/2018 09:49,,,,16.0,,No,ANONYMIZED
1214,,,,03/12/2018 08:41,Yes,Last 10 days,9hours 28 minutes,,,No,ANONYMIZED
1215,,,,04/12/2018 22:15,,,,7.0,,No,ANONYMIZED
1216,,,,03/12/2018 09:30,,,,13.0,,No,ANONYMIZED
1218,,,,03/12/2018 07:53,,,,,20.0,No,ANONYMIZED
1221,,,,03/12/2018 17:20,,,,2.5,,No,ANONYMIZED
1222,Other,,,03/12/2018 08:06,,,,40.0,,Yes,ANONYMIZED
1227,,,,03/12/2018 13:15,,,,,1.0,No,ANONYMIZED
1228,,,,04/12/2018 18:30,,,,,1.0,,ANONYMIZED
1231,,,,03/12/2018 09:10,,,,,14.0,Yes,ANONYMIZED
1233,Strategic BDM,,,04/12/2018 17:31,,,,10.0,,No,ANONYMIZED
1234,Convex cost,,,03/12/2018 09:01,Yes,Last 20 days or more,0,,,,ANONYMIZED
1235,Convex cost,,,03/12/2018 14:13,,,,,2.0,,ANONYMIZED
1237,Convex cost,,,03/12/2018 08:11,,,,,2.0,,ANONYMIZED
1239,Anchoring,,,03/12/2018 07:54,Yes,Last 7 days,8.5 hrs,,,Yes,ANONYMIZED
1240,Time shock,,,03/12/2018 09:07,Yes,Last 7 days,55 min,,,Yes,ANONYMIZED
1243,,,,03/12/2018 07:54,,,,,5.0,No,ANONYMIZED
1245,,,,03/12/2018 08:01,Yes,Last 10 days,4 hrs and 45 minutes,,,No,ANONYMIZED
1250,Other,,,03/12/2018 20:35,,,,5.0,,No,ANONYMIZED
1251,,,,03/12/2018 13:17,,,,9.0,,No,ANONYMIZED
1257,,,,03/12/2018 09:39,,,,14.0,,Yes,ANONYMIZED
1259,Convex cost,,,03/12/2018 09:59,,,,60.0,,,ANONYMIZED
1260,,,,03/12/2018 15:20,,,,,7.0,Yes,ANONYMIZED
1262,,,,04/12/2018 16:20,,,,,12.0,No,ANONYMIZED
1265,Anchoring,Time shock,Strategic BDM,07/12/2018 05:42,Yes,Last day,17 min,,,,ANONYMIZED
1267,Other,,,03/12/2018 08:10,,,,7.0,,Yes,ANONYMIZED
1268,,,,03/12/2018 08:18,,,,,1.0,No,ANONYMIZED
1269,,,,04/12/2018 07:16,,,,1.5,,No,ANONYMIZED
1273,Anchoring,Strategic BDM,,03/12/2018 10:28,Yes,Last 10 days,6 hours and 47 minutes,,,,ANONYMIZED
1274,,,,03/12/2018 08:28,Yes,Last 7 days,31 min ,,,No,ANONYMIZED
1275,,,,04/12/2018 15:37,,,,,12.0,No,ANONYMIZED
1278,Strategic BDM,,,03/12/2018 07:58,,,,,1.0,,ANONYMIZED
1279,,,,05/12/2018 00:19,,,,12.0,,Yes,ANONYMIZED
1282,Other,,,06/12/2018 07:36,Yes,Last 10 days,17 hours and 42 minutes,,,No,ANONYMIZED
1283,,,,04/12/2018 07:13,Yes,Last day,2.46 hours,,,Yes,ANONYMIZED
1284,,,,03/12/2018 07:56,No,,,2.0,,Yes,ANONYMIZED
1286,Time shock,,,03/12/2018 08:46,Yes,Last day,1.5 hrs,,,,ANONYMIZED
1290,,,,03/12/2018 15:56,Yes,Last day,48 minutes ,,,No,ANONYMIZED
1291,,,,03/12/2018 14:06,Yes,Last 10 days,5 hrs 33 minutes ,,,Yes,ANONYMIZED
1293,Other,,,03/12/2018 09:10,Yes,Last 4 days,4 hrs and 40 min,,,No,ANONYMIZED
1296,Strategic BDM,Anchoring,,03/12/2018 07:57,,,,,1.0,No,ANONYMIZED
1297,,,,04/12/2018 06:12,,,,15.0,,Yes,ANONYMIZED
1298,Strategic BDM,,,03/12/2018 10:16,Yes,Last 10 days,3 hrs and 29 min,,,Yes,ANONYMIZED
1299,,,,04/12/2018 18:47,,,,0.0,,No,ANONYMIZED
1300,Other,,,03/12/2018 08:17,,,,15.0,,,ANONYMIZED
1302,,,,03/12/2018 20:43,,,,,0.5,No,ANONYMIZED
1303,,,,04/12/2018 20:05,,,,0.0,,Yes,ANONYMIZED
1308,Time shock,,,04/12/2018 03:47,,,,,1.0,,ANONYMIZED
1311,,,,03/12/2018 08:25,,,,7.0,,No,ANONYMIZED
1313,Strategic BDM,,,03/12/2018 08:03,,,,5.0,,No,ANONYMIZED
1314,Anchoring,Strategic BDM,,03/12/2018 16:14,,,,15.0,,,ANONYMIZED
1316,,,,03/12/2018 07:54,,,,10.0,,Yes,ANONYMIZED
1322,Convex cost,,,03/12/2018 09:33,Yes,Last 7 days,2 hrs and 13 min,,,,ANONYMIZED
1323,Other,,,05/12/2018 08:46,,,,20.0,,No,ANONYMIZED
1327,,,,03/12/2018 07:57,Yes,Last 10 days,39 min,,,No,ANONYMIZED
1329,Other,,,04/12/2018 02:57,,,,15.0,,Yes,ANONYMIZED
1334,,,,06/12/2018 08:05,,,,,1.0,No,ANONYMIZED
1337,,,,04/12/2018 18:16,,,,,10.0,Yes,ANONYMIZED
1338,,,,03/12/2018 18:47,,,,25.0,,No,ANONYMIZED
1340,Other,,,03/12/2018 10:32,,,,,4.0,No,ANONYMIZED
1342,,,,04/12/2018 15:36,Yes,Last 10 days,3 hr 9 min,,,Yes,ANONYMIZED
1344,Time shock,,,04/12/2018 15:54,,,,,3.0,No,ANONYMIZED
1345,Convex cost,,,03/12/2018 09:32,,,,,14.0,,ANONYMIZED
1349,,,,05/12/2018 15:28,,,,8.0,,No,ANONYMIZED
1350,Strategic BDM,Anchoring,,04/12/2018 17:29,,,,,10.0,Yes,ANONYMIZED
1351,,,,03/12/2018 20:43,,,,,0.0,,ANONYMIZED
1354,Strategic BDM,,,03/12/2018 14:28,Yes,Last 7 days,8 hours and 17 minutes ,,,Yes,ANONYMIZED
1355,Time shock,,,03/12/2018 09:02,Yes,Last 10 days,39 minutes,,,,ANONYMIZED
1356,,,,03/12/2018 08:18,,,,,10.0,No,ANONYMIZED
1361,,,,07/12/2018 05:40,,,,30.0,,Yes,ANONYMIZED
1363,,,,03/12/2018 12:45,,,,2.0,,Yes,ANONYMIZED
1364,,,,03/12/2018 18:31,,,,5.0,,No,ANONYMIZED
1368,Strategic BDM,,,03/12/2018 08:10,,,,,0.0,,ANONYMIZED
1372,Strategic BDM,,,04/12/2018 18:34,,,,2.0,,No,ANONYMIZED
1373,,,,03/12/2018 15:41,,,,,0.0,No,ANONYMIZED
1383,,,,03/12/2018 12:36,,,,7.0,,No,ANONYMIZED
1385,Time shock,,,03/12/2018 08:27,Yes,Last 10 days,hours and minutes,,,Yes,ANONYMIZED
1386,,,,03/12/2018 09:45,,,,,1.0,No,ANONYMIZED
1389,,,,03/12/2018 07:54,,,,,3.0,No,ANONYMIZED
1391,Convex cost,Misunderst. 4vs8 wks,,03/12/2018 09:32,,,,15.0,,,ANONYMIZED
1392,Strategic BDM,,,03/12/2018 08:11,Yes,Last 10 days,5 hours 14 minutes,,,No,ANONYMIZED
1394,Convex cost,,,03/12/2018 08:12,,,,3.0,,,ANONYMIZED
1398,Convex cost,,,03/12/2018 08:15,Yes,Last 10 days,16 hrs and 36 min ,,,,ANONYMIZED
1401,Strategic BDM,,,03/12/2018 07:53,Yes,Last 10 days,21 hrs and 53 min,,,,ANONYMIZED
1404,,,,10/12/2018 22:16,Yes,Last 10 days,2 hrs 6 min,,,No,ANONYMIZED
1405,Time shock,,,03/12/2018 09:31,,,,10.0,,No,ANONYMIZED
1407,,,,03/12/2018 07:57,,,,20.0,,No,ANONYMIZED
1408,,,,05/12/2018 06:10,Yes,Last day,37 min,,,No,ANONYMIZED
1409,,,,03/12/2018 07:59,,,,5.0,,No,ANONYMIZED
1410,,,,13/12/2018 13:47,,,,2.0,,No,ANONYMIZED
1414,Convex cost,,,03/12/2018 08:21,,,,,8.0,,ANONYMIZED
1415,Convex cost,,,03/12/2018 08:06,,,,,1.0,,ANONYMIZED
1419,,,,03/12/2018 08:28,Yes,Last 7 days,2 hours,,,,ANONYMIZED
1421,,,,03/12/2018 17:22,,,,5.0,,No,ANONYMIZED
1423,,,,03/12/2018 07:53,,,,,10.0,No,ANONYMIZED
1424,Strategic BDM,Anchoring,,03/12/2018 09:00,Yes,Last day,1 hr 17 minutes ,,,No,ANONYMIZED
1432,,,,03/12/2018 08:28,,,,20.0,,No,ANONYMIZED
1435,,,,03/12/2018 10:58,,,,,2.0,No,ANONYMIZED
1440,Other,,,04/12/2018 16:28,,,,,14.0,No,ANONYMIZED
1441,Strategic BDM,,,04/12/2018 18:16,,,,20.0,,No,ANONYMIZED
1442,,,,03/12/2018 08:39,Yes,Last 7 days,48 mins,,,Yes,ANONYMIZED
1444,,,,03/12/2018 08:32,,,,,8.0,No,ANONYMIZED
1449,,,,03/12/2018 15:22,Yes,Last 10 days,13h and 3min,,,Yes,ANONYMIZED
1451,Convex cost,,,03/12/2018 11:07,,,,,1.0,,ANONYMIZED
1452,Other,,,03/12/2018 08:06,No,,,1.0,,No,ANONYMIZED
1457,Strategic BDM,,,03/12/2018 09:19,Yes,Last 10 days,9hr 39min,,,Yes,ANONYMIZED
1460,,,,04/12/2018 18:43,Yes,Last day,2 min,,,No,ANONYMIZED
1461,,,,03/12/2018 08:03,,,,,1.0,Yes,ANONYMIZED
1465,,,,04/12/2018 15:03,Yes,Last 10 days,11 hrs and 18 min,,,No,ANONYMIZED
1472,Other,,,06/12/2018 04:18,Yes,Last 10 days,30hrs and 59 min,,,No,ANONYMIZED
1474,,,,03/12/2018 08:13,Yes,Last 10 days,1 hr 12 min,,,No,ANONYMIZED
1475,,,,11/12/2018 14:37,,,,28.0,,No,ANONYMIZED
1478,,,,10/12/2018 19:00,Yes,Last 10 days,1hr 21 min,,,No,ANONYMIZED
1481,,,,03/12/2018 07:54,Yes,Last 10 days,6 hours and 22 minutes,,,,ANONYMIZED
1484,Other,,,04/12/2018 21:26,,,,20.0,,No,ANONYMIZED
1487,Time shock,,,03/12/2018 08:02,,,,1.0,,No,ANONYMIZED
1490,Convex cost,,,04/12/2018 16:14,,,,,2.0,,ANONYMIZED
1491,Strategic BDM,Anchoring,,04/12/2018 16:38,Yes,Last 10 days,2 hrs and 34 min,,,No,ANONYMIZED
1494,,,,09/12/2018 17:12,,,,,6.0,No,ANONYMIZED
1495,Strategic BDM,,,03/12/2018 13:52,,,,5.0,,No,ANONYMIZED
1496,Other,,,04/12/2018 07:44,Yes,Last 10 days,7 hrs and 36 mins,,,No,ANONYMIZED
1499,Convex cost,,,03/12/2018 08:21,,,,10.0,,,ANONYMIZED
1500,Time shock,,,03/12/2018 08:15,,,,1.0,,No,ANONYMIZED
1502,,,,03/12/2018 08:13,,,,20.0,,Yes,ANONYMIZED
1505,,,,03/12/2018 09:47,,,,30.0,,No,ANONYMIZED
1512,Other,,,03/12/2018 14:00,,,,,2.0,No,ANONYMIZED
1514,Convex cost,,,03/12/2018 07:53,,,,4.0,,,ANONYMIZED
1518,Other,,,04/12/2018 16:28,No,,,0.0,,No,ANONYMIZED
1519,Time shock,,,03/12/2018 08:31,Yes,Last day,35 minutes ,,,No,ANONYMIZED
1520,Other,Time shock,,03/12/2018 10:24,Yes,Last 10 days,Hours and minutes ,,,No,ANONYMIZED
1522,Strategic BDM,,,04/12/2018 22:28,,,,,5.0,Yes,ANONYMIZED
1523,Other,,,04/12/2018 07:55,,,,1.0,,Yes,ANONYMIZED
1526,,,,03/12/2018 18:19,Yes,Last 3 days,2 hrs,,,No,ANONYMIZED
1534,Other,,,03/12/2018 09:32,,,,,10.0,Yes,ANONYMIZED
1535,Time shock,,,03/12/2018 18:58,Yes,Last 7 days,2.25 hr,,,,ANONYMIZED
1536,,,,06/12/2018 11:31,,,,5.0,,No,ANONYMIZED
